color_id,canonical,surface,normalized,source,catalog_count,mapping_reason,active,version
blue,синий,кобальтовому,кобальтовому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовою,кобальтовою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовую,кобальтовую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовы,кобальтовы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовые,кобальтовые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовый,кобальтовый,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовым,кобальтовым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовыми,кобальтовыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,кобальтовых,кобальтовых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,покобальтовее,покобальтовее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,покобальтовей,покобальтовей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,посапфировее,посапфировее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,посапфировей,посапфировей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,посинее,посинее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,посиней,посиней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфиров,сапфиров,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфирова,сапфирова,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировая,сапфировая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировее,сапфировее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировей,сапфировей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфирово,сапфирово,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфирового,сапфирового,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировое,сапфировое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировой,сапфировой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировом,сапфировом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировому,сапфировому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировою,сапфировою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировую,сапфировую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировы,сапфировы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировые,сапфировые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировым,сапфировым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировыми,сапфировыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сапфировых,сапфировых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сине,сине,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синего,синего,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синей,синей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшая,синейшая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшего,синейшего,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшее,синейшее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшей,синейшей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшем,синейшем,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшему,синейшему,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшею,синейшею,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшие,синейшие,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейший,синейший,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшим,синейшим,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшими,синейшими,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейших,синейших,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синейшую,синейшую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синем,синем,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синему,синему,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синею,синею,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,сини,сини,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синие,синие,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синим,синим,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синими,синими,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синих,синих,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синь,синь,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синюю,синюю,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синя,синя,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,синяя,синяя,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,темно синяя полночь,темно синяя полночь,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамарина,ультрамарина,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамаринам,ультрамаринам,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамаринами,ультрамаринами,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамаринах,ультрамаринах,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамарине,ультрамарине,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамаринов,ультрамаринов,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамарином,ультрамарином,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамарину,ультрамарину,manual_palette,0,manual_alias,true,catalog_palette_30_v1
blue,синий,ультрамарины,ультрамарины,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,bronze,bronze,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронз,бронз,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзам,бронзам,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзами,бронзами,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзах,бронзах,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзе,бронзе,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзов,бронзов,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзова,бронзова,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовая,бронзовая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовее,бронзовее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовей,бронзовей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзово,бронзово,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзового,бронзового,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовое,бронзовое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовой,бронзовой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовом,бронзовом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовому,бронзовому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовою,бронзовою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовую,бронзовую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовы,бронзовы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовые,бронзовые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовым,бронзовым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовыми,бронзовыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзовых,бронзовых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзой,бронзой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзою,бронзою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзу,бронзу,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,бронзы,бронзы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,побронзовее,побронзовее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
bronze,бронзовый,побронзовей,побронзовей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,coffee,coffee,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,mocha,mocha,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,mokka,mokka,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,walnut,walnut,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,венга,венга,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,венги,венги,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,венгой,венгой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,венгою,венгою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,венгу,венгу,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштанов,каштанов,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштанова,каштанова,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановая,каштановая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановее,каштановее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановей,каштановей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштаново,каштаново,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштанового,каштанового,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановое,каштановое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановой,каштановой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановом,каштановом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановому,каштановому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановою,каштановою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановую,каштановую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановы,каштановы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановые,каштановые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановый,каштановый,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановым,каштановым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановыми,каштановыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,каштановых,каштановых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричнев,коричнев,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричнева,коричнева,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневая,коричневая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневее,коричневее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневей,коричневей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшая,коричневейшая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшего,коричневейшего,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшее,коричневейшее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшей,коричневейшей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшем,коричневейшем,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшему,коричневейшему,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшею,коричневейшею,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшие,коричневейшие,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейший,коричневейший,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшим,коричневейшим,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшими,коричневейшими,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейших,коричневейших,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневейшую,коричневейшую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричнево,коричнево,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневого,коричневого,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневое,коричневое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневой,коричневой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневом,коричневом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневому,коричневому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневою,коричневою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневую,коричневую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневы,коричневы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневые,коричневые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневым,коричневым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневыми,коричневыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,коричневых,коричневых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейная,кофейная,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейнее,кофейнее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейней,кофейней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейного,кофейного,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейное,кофейное,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейной,кофейной,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейном,кофейном,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейному,кофейному,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейною,кофейною,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейную,кофейную,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейные,кофейные,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейным,кофейным,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейными,кофейными,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,кофейных,кофейных,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагона,махагона,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагонам,махагонам,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагонами,махагонами,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагонах,махагонах,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагоне,махагоне,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагонов,махагонов,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагоном,махагоном,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагону,махагону,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,махагоны,махагоны,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховая,ореховая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховее,ореховее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховей,ореховей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,орехового,орехового,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховое,ореховое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховой,ореховой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховом,ореховом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховому,ореховому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховою,ореховою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховую,ореховую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховые,ореховые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховый,ореховый,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховым,ореховым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховыми,ореховыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,ореховых,ореховых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,покаштановее,покаштановее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,покаштановей,покаштановей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,покоричневее,покоричневее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,покоричневей,покоричневей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,покофейнее,покофейнее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,покофейней,покофейней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,поореховее,поореховее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
brown,коричневый,поореховей,поореховей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,burgundy,burgundy,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,maroon,maroon,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордов,бордов,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордова,бордова,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовая,бордовая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовее,бордовее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовей,бордовей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордово,бордово,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордового,бордового,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовое,бордовое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовой,бордовой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовом,бордовом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовому,бордовому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовою,бордовою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовую,бордовую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовы,бордовы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовые,бордовые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовым,бордовым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовыми,бордовыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,бордовых,бордовых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винен,винен,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винна,винна,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винная,винная,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,виннее,виннее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винней,винней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винно,винно,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винного,винного,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винное,винное,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винной,винной,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винном,винном,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винному,винному,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винною,винною,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винную,винную,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винны,винны,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винные,винные,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винным,винным,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винными,винными,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,винных,винных,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишнев,вишнев,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишнева,вишнева,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневая,вишневая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневее,вишневее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневей,вишневей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшая,вишневейшая,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейше,вишневейше,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшего,вишневейшего,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшее,вишневейшее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшей,вишневейшей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшем,вишневейшем,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшему,вишневейшему,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшею,вишневейшею,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшие,вишневейшие,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейший,вишневейший,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшим,вишневейшим,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшими,вишневейшими,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейших,вишневейших,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневейшую,вишневейшую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишнево,вишнево,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневого,вишневого,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневое,вишневое,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневой,вишневой,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневом,вишневом,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневому,вишневому,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневою,вишневою,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневую,вишневую,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневы,вишневы,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневые,вишневые,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневым,вишневым,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневыми,вишневыми,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,вишневых,вишневых,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,побордовее,побордовее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,побордовей,побордовей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,повиннее,повиннее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,повинней,повинней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,повишневее,повишневее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
burgundy,бордовый,повишневей,повишневей,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,chocolate,chocolate,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,cocoa,cocoa,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,пошоколаднее,пошоколаднее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,пошоколадней,пошоколадней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколаден,шоколаден,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадна,шоколадна,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадная,шоколадная,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколаднее,шоколаднее,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадней,шоколадней,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадно,шоколадно,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадного,шоколадного,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадное,шоколадное,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадной,шоколадной,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадном,шоколадном,manual_palette,0,manual_alias,true,catalog_palette_30_v1
chocolate,шоколадный,шоколадному,шоколадному,manual_palette,0,manual_alias,true,catalog_palette_30_v1
